ref,External ID,Name,City,Country,customer,supplier,Email,Fax,Is a Company,Mobile,Phone,Notes,State,Street,Street2,Zip,Account Payable,Account Receivable,Tags,Vendor Payment Terms
FDH,vendor0253,Fadhilah Collection,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
UG.1139,vendor0254,UG.1139,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
WAN LI,vendor0255,WAN LI,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
XYX,vendor0256,Xin Yong Xing,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
YSS,vendor0257,Yiming Spin Silk,,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
YLI,vendor0258,Yue Li Textille,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
RAM,vendor0259,Rama Textile,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
RFT,vendor0260,Ren Fa Textile,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
RID,vendor0261,RIDHOTEX,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
TM,vendor0262,Tunas Mandiri,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
NTS,vendor0263,Natural Silk Co,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
OZA,vendor0264,OZATEX,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
Pandawa Lima,vendor0265,Pandawa Lima,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
PANDORA,vendor0266,PANDORA (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
RBT,vendor0267,ROBINTEX,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
SONA,vendor0268,SONA TEXTILE,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SCT,vendor0269,Sucittranee,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SUD,vendor0270,Sudong Metal Buttonindo,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
SUR,vendor0271,Surya Abadi,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
Syl,vendor0272,Sylvania Button,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
TTX,vendor0273,Target Tekstil,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
SS.052,vendor0274,DAO MING (SLP),,,FALSE,TRUE,,,,+86-020-89038628,,,,DAO MING,,,,,,Immediate
SS.074,vendor0275,MILPATEX (SLP),,,FALSE,TRUE,,,,021-7243550,,,,MILPATEX,,,,,,Net 14 Days
SS.007,vendor0276,PURNAMA JAYA (SLP),,,FALSE,TRUE,,,,(021) 6012993,,,,PURNAMA JAYA,,,,,,Net 60 Days
TKC,vendor0277,Tirta Kencana,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
JXI,vendor0278,Jia Xing Textil,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
JWT,vendor0279,Jin Wei Textille,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
JOY,vendor0280,JOY TEXTILE,,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
PMT,vendor0281,PISMATEX,,,FALSE,TRUE,,,,,,,,,,,,,,Net 60 Days
LAI,vendor0282,Lailai Silk,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
PDS,vendor0283,Padasuka Textille,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
PCT,vendor0284,Pak China Trading,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
PDB,vendor0285,PD.BIMA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
PDN,vendor0286,PD. NUSA JAYA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
JAYA TERUS JKT,vendor0287,JAYA TERUS JAKARTA,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
Li Xin ,vendor0288,Li Xin,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
KHA,vendor0289,Batik Kharisma,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
FYS,vendor0290,FYSCARF,,,FALSE,TRUE,,,,,,,,,,,,,,Net 7 Days
HZU,vendor0291,Hangzhou 249,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
HZU-65,vendor0292,Hangzhou 65,,,FALSE,TRUE,,,,,,,,,,,,,,Net 30 Days
HZU-KS,vendor0293,Hangzhou Kaiqi Silk,,,FALSE,TRUE,,,,,,,,,,,,,,
MELATI,vendor0294,MELATI (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,
ZAQ,vendor0295,ZAQ (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,
DSQR,vendor0296,D Square,,,FALSE,TRUE,,,,,,,,,,,,,,
HC,vendor0297,HAITIANCO,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
HLG,vendor0298,Hualong Textile,,,FALSE,TRUE,,,,,,,,,,,,,,
HMT,vendor0299,Huashi Maoyi Trade,,,FALSE,TRUE,,,,,,,,,,,,,,
IDL,vendor0300,IDOLA,,,FALSE,TRUE,,,,,,,,,,,,,,
DIANA,vendor0301,DIANA (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,
ELFINA,vendor0302,ELFINA (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,
FERA,vendor0303,FERA,,,FALSE,TRUE,,,,,,,,,,,,,,Net 21 Days
GCI,vendor0304,PT. GINZA CIPTA INDAH,,,FALSE,TRUE,,,,,,,,,,,,,,
HELMI,vendor0305,HELMI (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,
IK3N (FMS),vendor0306,IK3N (FMS),,,FALSE,TRUE,,,,,,,,,,,,,,
DB,vendor0307,Toko Doa Bunda,,,FALSE,TRUE,,,,,,,,,,,,,,
DC,vendor0308,DONGCAICN,,,FALSE,TRUE,,,,,,,,,,,,,,Immediate
1000048,vendor0309,Hans,,,FALSE,TRUE,,,,,,,,,,,,,,
MTF,vendor0310,Mustafa (SF),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
FS.121,vendor0311,KREASINDO PANCA JAYA,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,Net 14 Days
AGUS,vendor0312,AGUSTIN PARFUM (FAMOS),,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,Net 14 Days
OPANG,vendor0313,OPANG ACC,,,FALSE,TRUE,,,,,,,,.ASEMKA,,,,,,
HK01,vendor0314,HAKIKI (BP FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
B IYAM (FAMOS),vendor0315,Ibu Iyam,,,FALSE,TRUE,,,,,,,,IYAM (FAMOS) Bandung,,,,,,
TRESNA (FMS),vendor0316,TRESNA (FAMOS),,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
GR01,vendor0317,GRACE (BP FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
VS01,vendor0318,VISIT (BP FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
BO01,vendor0319,BE-ONE (BP FAMOS),,,FALSE,TRUE,,,,,,,,TANAH ABANG,,,,,,
MAYA FASHION (FMS),vendor0320,MAYA FASHION (FAMOS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
FBP,vendor0321,TRADING FAMOS,,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
SYAHIRA (FAMOS),vendor0322,SYAHIRA (FAMOS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,
MORI GIRL (FMS),vendor0323,MORI GIRL (FAMOS),,,FALSE,TRUE,,,,81381005888,,,,MORI GIRL-PGMTA,,,,,,
LENGGANG (FLE),vendor0324,LENGGANG AYAPATI,,,FALSE,TRUE,,,,,,,,LENGGANG AYAPATI JACC,,,,,,
FSE,vendor0325,SCALEN (FAMOS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
ST01,vendor0326,LUCKY STAR (FAMOS),,,FALSE,TRUE,,,,021-30036242,,,,TANAH ABANG,,,,,,
FEK,vendor0327,ENDAH KAYO (FMS),,,FALSE,TRUE,,,,,,,,Jkt,,,,,,After Delivery
DUNIA RAJUT,vendor0328,DUNIA RAJUT (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
EKA ,vendor0329,EKA MODA (FMS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
MUTIARA JAYA,vendor0330,MUTIARA JAYA (FAMOS),,,FALSE,TRUE,,,,,,,,MUTIARA JAYA (FAMOS) PGMTA,,,,,,
MY YOLLY (FAMOS),vendor0331,MY YOLLY (FAMOS),,,FALSE,TRUE,,,,,,,,MY YOLLY (FAMOS) JAKARTA,,,,,,After Delivery
TRISHA,vendor0332,TRISHA (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
SULTAN,vendor0333,SULTAN (FAMOS),,,FALSE,TRUE,,,,0815 19392738,,,,JAKARTA,,,,,,After Delivery
SINGAPORE (FGS0),vendor0334,SINGAPORE (FAMOS),,,FALSE,TRUE,,,,021-30035443,,,,JAK PUS,,,,,,After Delivery
REFFI (FRR),vendor0335,REFFI (FAMOS),,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,After Delivery
SAMITS,vendor0336,SAMITS (FAMOS),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,After Delivery
PD ARYA M (FAR),vendor0337,PD ARYA M (FAMOS),,,FALSE,TRUE,,,,,,,,Jak Pus,,,,,,After Delivery
1000033,vendor0338,Mutiara Indah,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
1000045,vendor0339,Pesona Textile,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
1000052,vendor0340,Ade Coll,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
1000041,vendor0341,Semarang,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
BTX,vendor0342,Berlin Textille,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
BZR,vendor0343,Bazaar Textille,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
SHANY,vendor0344,SHANY,,,FALSE,TRUE,,,,,,,,.PASBAR BANDUNG,,,,,,After Delivery
NSL,vendor0345,NASIONAL,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
TA01,vendor0346,TOKO ACCESORIES (FAMOS),,,FALSE,TRUE,,,,,,,,"JAKARTA Tanah Abang,Jakarta Pusat",,,,,,Net 30 Days
130808,vendor0347,FAJAR,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
Opr 2011,vendor0348,PT. ASIS,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
502,vendor0349,KO ERWIN,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
120908,vendor0350,SUDARSO,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
AMA,vendor0351,Amara Fancy Shop (SF),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
HEGAR,vendor0352,HEGAR UTAMA,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
SS.099,vendor0353,ANSATEX (SLP),,,FALSE,TRUE,,,,,,,,ANSATEX (SLP),,,,,,After Delivery
FS.168,vendor0354,ADAMDJI TEXTILE,,,FALSE,TRUE,,,,022 5220036,,,,.BANDUNG,,,,,,After Delivery
ZS 513,vendor0355,Indotex (Mezora),,,FALSE,TRUE,,,,,,,,Jl Kebon Jati No 80 Tanah Abang,,,,,,After Delivery
1000015,vendor0356,KASIMAN,,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
VMZR37,vendor0357,ANTON HARTOYO (MEZORA),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
CS.005,vendor0358,Heypack Co Limited,,,FALSE,TRUE,,,,,,,,District International Trade City Yiwu China,,,,,,After Delivery
MDS,vendor0359,ELFIDA (EFI) MDS,,,FALSE,TRUE,,,,022 70242611,,,,,,,,,,After Delivery
SPL-0000115,vendor0360,PT.Nusantara Jaya Sentosa,,,FALSE,TRUE,,,,4200952,87811819196,,,Jl.Ir.H.Juanda (Dago) No.75 Bandung,,,,,,After Delivery
SLP,vendor0361,DIAT HADIAT (SLP),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,After Delivery
SS.391,vendor0362,PT. HEGAR MULYA,,,FALSE,TRUE,sekretariathm@yahoo.co.id,,,022-6030240,81223459587,,,"Jl. Hegar Lokasi II, Cibaligo, Leuwi Gajah , Cimahi Indonesia",,,,,,After Delivery
LS 0001,vendor0363,Bandung (La Grande),,,FALSE,TRUE,,,,,,,,,,,,,,After Delivery
ZS 753,vendor0364,PD Berea (Mezora),,,FALSE,TRUE,,,,(022) 6072603,,,,Jalan Terusan Pasirkoja No 331,,,,,,After Delivery
SS 853,vendor0365,PT Prima Moda Kreasindo (SLP),,,FALSE,TRUE,,,,,,,,Jl Baranangsiang Kosambi F 10-11,,,,,,After Delivery
SLP00023,vendor0366,TAUFIK SUBAGDJA (bORDIR) (SLP),,,FALSE,TRUE,,,,,,,,JL. Bukit Dago Utara IV No. 9,,,,,,Net 14 Days
MZ0001,vendor0367,Budi Mezora,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SS.381,vendor0368,TONY WIDJAJA ( SLP ),,,FALSE,TRUE,tonywidjaja@hotmail.com,,,022-603 -0854,081-2233-1531,,,JL. FLAMINGO NO.10 PERUMAHAN DADALI,,,,,,
M0002,vendor0369,Yani,,,FALSE,TRUE,,,,,,,,,,,,,,
V.E,vendor0370,MIMAN FIRMANSYAH (EC),,,FALSE,TRUE,,,,,,,,,,,,,,
VJEZO04,vendor0371,RUWADI EKO LARAS (JEZO),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
M0069,vendor0372,SUKSES ABADI,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
V2M,vendor0373,PT ALMENDO MEKAR ANUGRAH ( MEZORA ),,,FALSE,TRUE,,,,022 7805703,,,,BANDUNG,,,,,,
V1M,vendor0374,CV FADL ( MEZORA ),,,FALSE,TRUE,CVFADL@YAHOO.COM,,,707098,9098988990,,,RANCAEKEK,,,,,,
SLP00047,vendor0375,Santi Yulianti - Standar (SLP),,,FALSE,TRUE,,,,,,,,,,,,,,
VM4,vendor0376,DADAN ( MEZORA ),,,FALSE,TRUE,,,,022 92045691,,,,BANDUNG,,,,,,
SS.713,vendor0377,Sinar Monen (Encyclo),,,FALSE,TRUE,,,,021-65300450,,,,,,,,,,Net 14 Days
V.EC,vendor0378,GIYANTI JAHIT ( EC ),,,FALSE,TRUE,,,,81572799450,,,,GIYANTI,,,,,,Net 14 Days
ZS.0135,vendor0379,PT.SML (ZOYA),,,FALSE,TRUE,mimin.miminsml@gmail.com,,,,,,,JL.SUMBER ENDAH NO.30-1A,,,,,,Net 14 Days
ZS.0136,vendor0380,PT.SML (ZOYA/PKP),,,FALSE,TRUE,mimin.miminsml@gmail.com,,,,,,,JL.SUMBER ENDAH NO.30-1A,,,,,,
ZS.0137,vendor0381,IZAL (MEZORA),,,FALSE,TRUE,,,,,81321502908,,,SUKAMANTRI 1 RT 05/10,,,,,,
SPL-0000186,vendor0382,Sumber Listrik,,,FALSE,TRUE,,,,022-5402504,,,,JL. Kopo No. 396 Bandung,,,,,,Net 14 Days
SPL-0000187,vendor0383,Anugrah Jaya Bandung,,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
M0003,vendor0384,Karunia Textile,,,FALSE,TRUE,,,,,,,,,,,,,,
SS.355,vendor0385,PT MILENIUM INTERNATIONAL TRADING (EC),,,FALSE,TRUE,,,,022-93396633,,,,ANTON.,,,,,,
VM6,vendor0386,ELFIDA (EFI) MEZORA,,,FALSE,TRUE,,,,22.70242611,,,,BANDUNG,,,,,,
ZS.243,vendor0387,SANDANG SARITEX (ZOYA),,,FALSE,TRUE,agusrana@sansangsaritex.com,,,022 7801841 / 022 7803254,8118999699,,,JL AH NASUTION 105A,,,,,,
ZS.242,vendor0388,PT SINAR PARA TARUNA (ZOYA),,,FALSE,TRUE,fitri@sinarparataruna.com,,,022 6866156-58 / 022 6866159,81321626658,,,"JL RAYA BATUJAJAR KM 4,5 NO 36 BATUJAJAR 40561",,,,,,
M0022,vendor0389,Barokah,,,FALSE,TRUE,,,,,,,,,,,,,,
M0023,vendor0390,ZAKI COLLECTION,,,FALSE,TRUE,,,,,,,,,,,,,,
ZS.1986,vendor0391,TRUE BLUE (MEZORA),,,FALSE,TRUE,,,,,,,,TURKEY,,,,,,
ZS.1908,vendor0392,TRUE BLUE (ZOYA),,,FALSE,TRUE,,,,,,,,TURKEY,,,,,,
MZ0002,vendor0393,Ko Lucky Mezora,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
MZ0003,vendor0394,Wahid Mezora,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SPL-0000104,vendor0395,Multi Sarana,,,FALSE,TRUE,multisarana_ind@yahoo.com,,,,,,,Bandung,,,,,,
MZR00012,vendor0396,ARIS ISMAIL SALEH (MEZORA),,,FALSE,TRUE,,,,,,,,,,,,,,
SMT00034,vendor0397,ARIS ISMAIL SALEH (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,
ZS.953,vendor0398,CV Artapala (Mezora),,,FALSE,TRUE,,,,,,,,Jl Batununggal Jelita I No 83 Rt 08 Rw 01 Kel Batununggal Kec Bandung Kidul,,,,,,
SMT000054,vendor0399,BUDI RACHMAT (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,
ZV00023,vendor0400,M. YUSUF DARWIN (SLP),,,FALSE,TRUE,,,,,,,,,,,,,,
ZV00017,vendor0401,M. YUSUF DARWIN (EC),,,FALSE,TRUE,,,,,,,,,,,,,,
ZV00055,vendor0402,M. YUSUF DARWIN (lGM),,,FALSE,TRUE,,,,,,,,,,,,,,
ZS.609,vendor0403,ARIS ZOJE,,,FALSE,TRUE,,,,85659229560,,,,DAGO BANDUNG,,,,,,
SS.105,vendor0404,HANNANI (SLP),,,FALSE,TRUE,,,,81802162846,,,,HANNANI (SLP),,,,,,
S0144,vendor0405,"ERNI, Toko",,,FALSE,TRUE,,,,021-7943729,,,,JAKARTA,,,,,,
ZV.217,vendor0406,-,,,FALSE,TRUE,,,,022-70097530,,,,.EMAN,,,,,,
Mensa,vendor0407,MENSA BINA SUKSES,,,FALSE,TRUE,,,,,,,,.BANDUNG,,,,,,
SPL-0000182,vendor0408,Bhinneka.Com,,,FALSE,TRUE,,,,,,,,,,,,,,
V0096,vendor0409,Ko Andri (Jahit),,,FALSE,TRUE,,,,022-5426156,,,,BANDUNG,,,,,,
V0113,vendor0410,"Ferry, Ko",,,FALSE,TRUE,,,,022-91191925,,,,BANDUNG,,,,,,Net 14 Days
IYS,vendor0411,IYUS COLL (FAMOS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
THT,vendor0412,Takaful,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
S0077,vendor0413,HUMAIRA COLLECTION,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SPL-0000183,vendor0414,Polar,,,FALSE,TRUE,,,,,,,,,,,,,,
ANG,vendor0415,ANUGRAH SEJATI,,,FALSE,TRUE,,,,,,,,ANUGRAH SEJATI,,,,,,
BTL,vendor0416,Buana Talimas,,,FALSE,TRUE,,,,,,,,Buana Talimas,,,,,,
10608,vendor0417,HMD COLLECTION,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 14 Days
CMS (FMS),vendor0418,Crown Mas,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 60 Days
ZS.508,vendor0419,Jakarta (Zoya Jeans),,,FALSE,TRUE,,,,,,,,Jakarta,,,,,,Net 30 Days
BLC,vendor0420,Ber Lin Textille - China,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 7 Days
ZOH4,vendor0421,OHID HIDAYAT (ZOYA),,,FALSE,TRUE,,,,0852-2290-4139 / (022) 92507659,,,,,,,,,,After Delivery
ZMU5,vendor0422,MULYANA (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,Net 14 Days
ZMI4,vendor0423,MIMAN FIRMANSYAH (ZOYA),,,FALSE,TRUE,,,,,,,,,,,,,,
CHC,vendor0424,Chang Heng - China,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
HUT,vendor0425,Hutari (BB),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,Net 30 Days
FLC,vendor0426,Fa Li Textille - China,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
GEG3,vendor0427,JAFAR,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
GEG6,vendor0428,Dept. Uniform,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
GUC,vendor0429,Guci Mas (PL),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
KML,vendor0430,PT.KAMOLA Ltd,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
LNA,vendor0431,Lina _ Padang,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
LYC,vendor0432,Li Yuan Textille - China,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
MJA,vendor0433,Maju jaya Abadi,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
HA,vendor0434,Hutang Amara,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
S0043,vendor0435,TAMITA,,,FALSE,TRUE,,,,,,,,JAKARTA,,,,,,
LMR,vendor0436,Lamara,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
BEH,vendor0437,BHS Tex (KS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SPL-0000211,vendor0438,Vivian Sablon,,,FALSE,TRUE,,,,,,,,JL.Maleber Gg. Rahayu 8 No.2 Bandung,,,,,,
HUM,vendor0439,Humaira Kosmetik (KS),,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
V0186,vendor0440,Ci Acen,,,FALSE,TRUE,,,,,,,,Ci Acen Kopo Kencana,,,,,,
HMR,vendor0441,Humaira,,,FALSE,TRUE,,,,,,,,Humaira,,,,,,
SPL-000059,vendor0442,OK Hanger,,,FALSE,TRUE,,,,,,,,Belakang Pasar Baru,,,,,,
SPL-000069,vendor0443,PT.Astra Internasional Tbk-DAIHATSU,,,FALSE,TRUE,,,,88888888,,,,"JL. Soekarno Hatta 438 DKav .1 Kel.pasirluyu,kec Regol Bandung 40254",,,,,,
Spl-00074,vendor0444,Articulate,,,FALSE,TRUE,Sales@artuculate.com,,,(800) 861-4880,,,,Www.articulate.com,,,,,,
SPL-000031,vendor0445,Atlantic,,,FALSE,TRUE,,,,,,,,BEC Lantai Dasar,,,,,,
SPL-000005,vendor0446,Cronos,,,FALSE,TRUE,Cronos.indigo@gmail.com,,,083821356400/083821435557/6015337,0226015337- 6014434,,,Jl. Cibadak No. 242 Bandung,,,,,,
SPL-000034,vendor0447,CV. Asridata,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SPL-000025,vendor0448,Terang Plastik,,,FALSE,TRUE,,,,022- 92643842,,,,"Jl Moch Toha, Bdg",,,,,,
SPL-000049,vendor0449,Indo Hose,,,FALSE,TRUE,Info@indohose.co.id/finance@indohose.co.id,,,022 6034494 Faks : 6033671-72,,,,Jln. Peta ( Lingkar Selatan)Komp. Kopo Plaza A.29 Bandung,,,,,,
SPL-000046,vendor0450,PT. Verticalindo Utama,,,FALSE,TRUE,Hikmat.nugraha@verticalindo.com,,,Ph : 022 - 70879009,,,,"JL.Tubagus Ismail XV No 25 , Bandung 40134",,,,,,
SPL-000055,vendor0451,CV. Anerfa,,,FALSE,TRUE,,,,,,,,Bandung,,,,,,
SPL-000054,vendor0452,Samafitro,,,FALSE,TRUE,,,,022-7205555/faks 022-7205927,,,,Bandung,,,,,,
SPL-000057,vendor0453,PT. Buana Indomobil Trada,,,FALSE,TRUE,,,,021-8564821 Faks : 021-8566186,,,,Wisma Indomobil I Lt. Dasar Jl. MT. Haryono Kav. 8 Jakarta 13330,,,,,,
SPL-000052,vendor0454,Lain-lain,,,FALSE,TRUE,,,,,,,,,,,,,,
SPL-000094,vendor0455,Karya Sempurna,,,FALSE,TRUE,,,,4231325,,,,Jl. Abc,,,,,,
SPL-000058,vendor0456,PT. Astra International Tbk- Daihatsu Jakarta Ciledug,,,FALSE,TRUE,Putra_aditya@yahoo.com,,,021-7300194 Faks : 021-7310196,,,,Jl. Hos Cokroaminoto No. 69 Ciledug Tangerang,,,,,,
Test,vendor0457,Test,,,FALSE,TRUE,Suppliertest@yahoo.com,,,81919191010,,,,Jalan Pramuka Bandung,,,,,,
SPL-000076,vendor0458,BEC,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
SPL-000074,vendor0459,Abc,,,FALSE,TRUE,,,,,,,,Jl. Abc,,,,,,
SPL-000065,vendor0460,PT. August Indonesia Jaya,,,FALSE,TRUE,,,,021-4516585 Faks 021-4513854/ 022-6037048,,,,Komplek Gading Bukit Indah Blok B/20 Jl. Bukit Gading - Kelapa Gading Permai Jakarta Utara - 14240,,,,,,
SPL-000071,vendor0461,Desha Media,,,FALSE,TRUE,E.deshamedia@gmail.com,,,2291170265,,,,A.jl.mars Dirgahayu No.25 Bandung,,,,,,
ASD,vendor0462,Asridata,,,FALSE,TRUE,Dede@asridata.co.id,,,812127703124,,,,Jl. Cihanjuang No. 119,,,,,,
SPL-000079,vendor0463,Pt.wijaya Lestari Dago,,,FALSE,TRUE,,,,0260-555118,,,,Jl.raya Km 2.5 Pamanukan Subang,,,,,,
SPL-000084,vendor0464,PT.Indohotama Sejati,,,FALSE,TRUE,Sales@indohose.co.id,,,(021)65310750,,,,Jl. Griya Utama Komp Puri Mutiara,,,,,,
SPL-000083,vendor0465,Pt.Nusantara Jaya Sentosa,,,FALSE,TRUE,Diki.olangan@gmail.com,,,,,,,Jl.Ir.H. Djuanda (dago) No.75,,,,,,
SPL-000086,vendor0466,Borma,,,FALSE,TRUE,,,,,,,,,,,,,,
SPL-000087,vendor0467,PD.Jaya Putra,,,FALSE,TRUE,,,,6123643,,,,Jalan Soekarno Hatta No. 104,,,,,,
SPL-000088,vendor0468,Narata,,,FALSE,TRUE,,,,,,,,Bukit Permata Cimahi Blk.E4 No .18,,,,,,
SPL- 000088,vendor0469,Cv. Subur Jaya Tehnik,,,FALSE,TRUE,,,,7798590,,,,Jl. Raya Rancaekek Majalaya No.283,,,,,,
SPL-000082,vendor0470,CV. Gelar Nesia Pradana,,,FALSE,TRUE,,,,022-5211140,,,,Jl.lewisari VI No. 4,,,,,,
SPL-000089,vendor0471,PT.Batavia Bintang Berlian,,,FALSE,TRUE,,,,,,,,Jl.Raya Bekasi Km. 19 Pulau Gadung,,,,,,
SPL-000090,vendor0472,CV.Sumber Teknik Motor,,,FALSE,TRUE,,,,,,,,Jl.Kapuk Muara Blok A NO.21-24,,,,,,
SPL-000095,vendor0473,Interdeco,,,FALSE,TRUE,Outscreen.intermedia@gmail.com,,,,,,,Ruko No 3,,,,,,
SPL-000098,vendor0474,Nur Cholik,,,FALSE,TRUE,,,,85285789170,,,,"Jl. Gotong Royong No. 13, Pondok Bambu",,,,,,
SPL-0000102,vendor0475,Dunia Plastik,,,FALSE,TRUE,,,,,,,,Jl. Cibadak Bandung,,,,,,
SPL-0000103,vendor0476,CBR,,,FALSE,TRUE,,,,,,,,Jl.Buah Batu Bandung,,,,,,
SMT 00051,vendor0477,DADI (zOYA),,,FALSE,TRUE,,,,,,,,,,,,,,
FS.184,vendor0478,YUNI,,,FALSE,TRUE,,,,,,,,BANDUNG,,,,,,
